index,title,genres
991,Fair Game,"Drama,Thriller"
992,Domino,"Action,Crime"
993,Jade,"Action,Thriller,Mystery,Romance"
994,Gamer,"Action,Thriller,Science Fiction"
995,Beautiful Creatures,"Fantasy,Drama,Romance"
996,Death to Smoochy,"Comedy,Crime,Drama,Thriller"
997,Zoolander 2,Comedy
998,The Big Bounce,"Comedy,Crime"
999,What Planet Are You From?,"Comedy,Drama,Romance,Science Fiction"
1000,Drive Angry,"Fantasy,Thriller,Action,Crime"
1001,Street Fighter: The Legend of Chun-Li,"Action,Adventure,Science Fiction,Thriller"
1002,The One,"Action,Science Fiction,Thriller"
1003,The Adventures of Ford Fairlane,"Action,Comedy,Thriller,Crime,Mystery"
1004,The Boat That Rocked,"Drama,Comedy"
1005,Traffic,"Thriller,Drama,Crime"
1006,Indiana Jones and the Last Crusade,"Adventure,Action"
1007,Anna Karenina,"Drama,Romance"
1008,Chappie,"Crime,Action,Science Fiction"
1009,The Bone Collector,"Drama,Mystery,Thriller,Crime"
1010,Panic Room,"Crime,Drama,Thriller"
1011,The Tooth Fairy,Horror
1012,Three Kings,"Action,Adventure,Comedy"
1013,Child 44,"Crime,Thriller"
1014,Rat Race,"Adventure,Comedy"
1015,K-PAX,"Drama,Science Fiction"
1016,Kate & Leopold,"Comedy,Fantasy,Romance,Science Fiction"
1017,Bedazzled,"Fantasy,Comedy,Romance"
1018,The Cotton Club,"Music,Drama,Crime,Romance"
1019,3:10 to Yuma,Western
1020,Taken 3,"Thriller,Action"
1021,Out of Sight,"Romance,Comedy,Crime"
1022,The Cable Guy,"Comedy,Drama,Thriller"
1023,Earth,Drama
1024,Dick Tracy,"Adventure,Action,Comedy,Thriller,Crime"
1025,The Thomas Crown Affair,"Drama,Crime,Romance"
1026,Riding in Cars with Boys,"Comedy,Drama,Romance"
1027,First Blood,"Action,Adventure,Thriller,War"
1028,Solaris,"Drama,Science Fiction,Adventure,Mystery"
1029,Happily N'Ever After,"Animation,Comedy,Family,Fantasy,Science Fiction"
1030,Mary Reilly,"Drama,Horror,Thriller,Romance"
1031,My Best Friend's Wedding,"Comedy,Romance"
1032,America's Sweethearts,"Comedy,Romance"
1033,Insomnia,"Crime,Mystery,Thriller"
1034,Star Trek: First Contact,"Science Fiction,Action,Adventure,Thriller"
1035,Jonah Hex,"Action,Western,Drama,Fantasy,Thriller"
1036,Courage Under Fire,"Drama,Thriller,Mystery,War"
1037,Liar Liar,Comedy
1038,The Infiltrator,"Crime,Drama,Thriller"
1039,Inchon,"Drama,History,War"
1040,The Flintstones,"Fantasy,Comedy,Family"
1041,Taken 2,"Action,Crime,Thriller"
1042,Scary Movie 3,Comedy
1043,Miss Congeniality,"Comedy,Crime,Action"
1044,Journey to the Center of the Earth,"Action,Science Fiction,Adventure,Comedy,Family"
1045,The Princess Diaries 2: Royal Engagement,"Comedy,Drama,Family,Romance"
1046,The Pelican Brief,"Drama,Mystery,Thriller,Crime"
1047,The Client,"Drama,Thriller,Crime,Mystery"
1048,The Bucket List,"Drama,Comedy"
1049,Patriot Games,"Drama,Action,Thriller,Crime"
1050,Monster-in-Law,"Romance,Comedy"
1051,Prisoners,"Drama,Thriller,Crime"
1052,Training Day,"Action,Crime,Drama,Thriller"
1053,Galaxy Quest,"Comedy,Family,Science Fiction"
1054,Scary Movie 2,Comedy
1055,The Muppets,"Comedy,Family,Music"
1056,Blade,"Horror,Action"
1057,Coach Carter,Drama
1058,Changing Lanes,"Action,Adventure,Crime,Thriller"
1059,Anaconda,"Adventure,Horror,Thriller"
1060,Coyote Ugly,Comedy
1061,Love Actually,"Comedy,Romance,Drama"
1062,A Bug's Life,"Adventure,Animation,Comedy,Family"
1063,From Hell,"Horror,Mystery,Thriller"
1064,The Specialist,"Action,Thriller"
1065,Tin Cup,"Comedy,Drama,Romance"
1066,"Yours, Mine and Ours","Comedy,Drama,Family"
1067,Kicking & Screaming,"Romance,Comedy,Family"
1068,The Hitchhiker's Guide to the Galaxy,"Adventure,Comedy,Family,Science Fiction"
1069,Fat Albert,"Comedy,Drama,Family"
1070,Resident Evil: Extinction,"Horror,Action,Science Fiction"
1071,Blended,Comedy
1072,Last Holiday,"Adventure,Comedy,Drama"
1073,The River Wild,"Action,Adventure,Crime,Thriller"
1074,The Indian in the Cupboard,"Adventure,Family,Fantasy"
1075,Savages,"Crime,Drama,Thriller"
1076,Cellular,"Action,Adventure,Crime,Thriller"
1077,Johnny English,"Adventure,Action,Comedy"
1078,The Ant Bully,"Fantasy,Adventure,Animation,Comedy,Family"
1079,Dune,"Action,Science Fiction,Adventure"
1080,Across the Universe,"Adventure,Drama,Music,Romance"
1081,Revolutionary Road,"Drama,Romance"
1082,16 Blocks,"Action,Adventure,Crime,Thriller"
1083,Babylon A.D.,"Action,Adventure,Science Fiction,Thriller"
1084,The Glimmer Man,"Action,Adventure,Crime,Drama,Thriller"
1085,Multiplicity,"Comedy,Fantasy,Science Fiction"
1086,Aliens in the Attic,"Adventure,Comedy,Family,Fantasy,Science Fiction"
1087,The Pledge,"Crime,Drama,Mystery,Thriller"
1088,The Producers,"Comedy,Music"
1089,The Phantom,"Adventure,Action"
1090,All the Pretty Horses,"Drama,Romance,Western"
1091,Nixon,"History,Drama"
1092,The Ghost Writer,"Thriller,Mystery"
1093,Deep Rising,"Adventure,Action,Horror,Science Fiction"
1094,Miracle at St. Anna,"Drama,War"
1095,Curse of the Golden Flower,"Action,Drama,Fantasy"
1096,Bangkok Dangerous,"Action,Crime,Thriller"
1097,Big Trouble,"Action,Comedy,Thriller"
1098,Love in the Time of Cholera,"Drama,Romance"
1099,Shadow Conspiracy,"Action,Thriller"
1100,Johnny English Reborn,"Crime,Adventure,Action,Comedy,Thriller"
1101,Foodfight!,"Animation,Action,Comedy,Family"
1102,Argo,"Drama,Thriller"
1103,The Fugitive,"Adventure,Action,Thriller,Crime,Mystery"
1104,The Bounty Hunter,Action
1105,Sleepers,"Crime,Drama,Thriller"
1106,Rambo: First Blood Part II,"Action,Adventure,Thriller,War"
1107,The Juror,"Drama,Thriller"
1108,Pinocchio,"Animation,Family"
1109,Heaven's Gate,"Action,Drama,History,Western"
1110,Underworld: Evolution,"Fantasy,Action,Science Fiction,Thriller"
1111,Victor Frankenstein,"Drama,Science Fiction,Thriller"
1112,Finding Forrester,Drama
1113,28 Days,"Comedy,Drama"
1114,Unleashed,"Action,Crime"
1115,The Sweetest Thing,"Romance,Comedy"
1116,The Firm,"Drama,Mystery,Thriller"
1117,Charlie St. Cloud,Drama
1118,The Mechanic,"Action,Thriller,Crime"
1119,21 Jump Street,"Action,Comedy,Crime"
1120,Notting Hill,"Romance,Comedy,Drama"
1121,Chicken Run,"Animation,Comedy,Family"
1122,Along Came Polly,"Comedy,Romance"
1123,Boomerang,"Comedy,Romance"
1124,The Heat,"Action,Comedy,Crime"
1125,Cleopatra,"Drama,History,Romance"
1126,Here Comes the Boom,Comedy
1127,High Crimes,"Drama,Mystery,Thriller,Crime"
1128,The Mirror Has Two Faces,"Comedy,Drama,Romance"
1129,The Mothman Prophecies,"Drama,Horror,Mystery"
1130,Brüno,Comedy
1131,Licence to Kill,"Adventure,Action,Thriller"
1132,Red Riding Hood,"Fantasy,Thriller,Horror"
1133,15 Minutes,"Action,Crime,Thriller"
1134,Super Mario Bros.,"Adventure,Comedy,Family,Fantasy"
1135,Lord of War,"Crime,Drama,Thriller"
1136,Hero,"Drama,Adventure,Action,History"
1137,One for the Money,"Action,Comedy,Crime"
1138,The Interview,"Action,Comedy"
1139,The Warrior's Way,"Adventure,Fantasy,Action,Western,Thriller"
1140,Micmacs,"Action,Comedy,Crime"
1141,8 Mile,Drama
1142,Why I Did (Not) Eat My Father,"Adventure,Comedy,Animation"
1143,A Knight's Tale,"Adventure,Drama,Romance,Action"
1144,The Medallion,"Thriller,Fantasy,Action,Comedy"
1145,The Sixth Sense,"Mystery,Thriller,Drama"
1146,Man on a Ledge,"Action,Thriller,Crime"
1147,The Big Year,Comedy
1148,The Karate Kid,Drama
1149,American Hustle,"Drama,Crime"
1150,The Proposal,"Comedy,Romance,Drama"
1151,Double Jeopardy,"Crime,Drama,Mystery,Thriller"
1152,Back to the Future Part II,"Adventure,Comedy,Family,Science Fiction"
1153,Lucy,"Action,Science Fiction"
1154,Fifty Shades of Grey,"Drama,Romance,Thriller"
1155,Spy Kids 3-D: Game Over,"Action,Adventure,Comedy,Family,Science Fiction"
1156,A Time to Kill,"Crime,Drama,Thriller"
1157,Cheaper by the Dozen,Comedy
1158,Lone Survivor,"Action,Drama,Thriller,War"
1159,A League of Their Own,Comedy
1160,The Conjuring 2,Horror
1161,The Social Network,Drama
1162,He's Just Not That Into You,"Comedy,Romance,Drama"
1163,Scary Movie 4,Comedy
1164,Scream 3,"Horror,Mystery"
1165,Back to the Future Part III,"Adventure,Comedy,Family,Science Fiction"
1166,Get Hard,Comedy
1167,Dracula,"Romance,Horror"
1168,Julie & Julia,"Romance,Drama"
1169,42,Drama
1170,The Talented Mr. Ripley,"Thriller,Crime,Drama"
1171,Dumb and Dumber To,Comedy
1172,Eight Below,"Adventure,Drama,Family"
1173,The Intern,Comedy
1174,Ride Along 2,"Action,Comedy"
1175,The Last of the Mohicans,"Action,Adventure,Drama,History,Romance,War"
1176,Ray,"Drama,Music"
1177,Sin City,"Action,Thriller,Crime"
1178,Vantage Point,"Drama,Action,Thriller,Crime"
1179,"I Love You, Man",Comedy
1180,Shallow Hal,"Comedy,Romance"
1181,JFK,"Drama,Thriller,History"
1182,Big Momma's House 2,"Comedy,Crime"
1183,The Mexican,"Action,Comedy,Crime,Romance"
1184,17 Again,Comedy
1185,The Other Woman,"Comedy,Romance"
1186,The Final Destination,"Horror,Mystery"
1187,Bridge of Spies,"Thriller,Drama"
1188,Behind Enemy Lines,"Action,Drama,Thriller,War"
1189,Get Him to the Greek,Comedy
1190,Shall We Dance?,"Drama,Romance,Comedy"
1191,Small Soldiers,"Comedy,Adventure,Fantasy,Science Fiction,Action"
1192,Spawn,"Action,Adventure,Fantasy,Horror,Science Fiction,Thriller"
1193,The Count of Monte Cristo,"Action,Adventure,Drama,Thriller"
1194,The Lincoln Lawyer,"Crime,Drama,Thriller"
1195,Unknown,"Action,Mystery,Thriller"
1196,The Prestige,"Drama,Mystery,Thriller"
1197,Horrible Bosses 2,Comedy
1198,Escape from Planet Earth,"Animation,Comedy,Adventure,Family,Science Fiction"
1199,Apocalypto,"Action,Adventure,Drama,Thriller"
1200,The Living Daylights,"Action,Adventure,Thriller"
1201,Predators,"Action,Science Fiction,Adventure,Thriller"
1202,Legal Eagles,"Comedy,Crime,Drama,Romance,Thriller"
1203,Secret Window,"Thriller,Mystery"
1204,The Lake House,"Romance,Drama,Mystery"
1205,The Skeleton Key,"Drama,Horror,Mystery,Thriller"
1206,The Odd Life of Timothy Green,"Fantasy,Drama,Comedy,Family"
1207,Made of Honor,"Comedy,Romance"
1208,Jersey Boys,"Music,Drama"
1209,The Rainmaker,"Drama,Crime,Thriller"
1210,Gothika,"Horror,Thriller"
1211,Amistad,"Drama,History,Mystery"
1212,Medicine Man,Adventure
1213,Aliens vs Predator: Requiem,"Fantasy,Action,Science Fiction,Thriller,Horror"
1214,Ri¢hie Ri¢h,"Comedy,Family"
1215,Autumn in New York,"Drama,Romance"
1216,Music and Lyrics,"Comedy,Music,Romance"
1217,Paul,"Adventure,Comedy,Science Fiction"
1218,The Guilt Trip,Comedy
1219,Scream 4,"Horror,Mystery"
1220,8MM,"Thriller,Crime,Mystery"
1221,The Doors,"Drama,Music"
1222,Sex Tape,Comedy
1223,Hanging Up,"Comedy,Drama"
1224,Final Destination 5,"Horror,Mystery"
1225,Mickey Blue Eyes,"Comedy,Crime,Romance"
1226,Pay It Forward,"Drama,Romance"
1227,Fever Pitch,"Comedy,Drama,Romance"
1228,Drillbit Taylor,Comedy
1229,A Million Ways to Die in the West,"Comedy,Western"
1230,The Shadow,"Adventure,Fantasy,Action,Thriller,Science Fiction"
1231,Extremely Loud & Incredibly Close,Drama
1232,Morning Glory,"Comedy,Drama,Romance"
1233,Get Rich or Die Tryin',Drama
1234,The Art of War,"Crime,Action,Adventure"
1235,Rent,"Drama,Romance"
1236,Bless the Child,"Drama,Horror,Thriller,Crime"
1237,The Out-of-Towners,Comedy
1238,The Island of Dr. Moreau,"Fantasy,Horror,Science Fiction"
1239,The Musketeer,"Action,Adventure,Drama"
1240,The Other Boleyn Girl,Drama
1241,Sweet November,"Drama,Romance"
1242,The Reaping,Horror
1243,Mean Streets,"Drama,Crime"
1244,Renaissance Man,"Comedy,War"
1245,Colombiana,"Action,Thriller,Crime,Drama"
1246,Quest for Camelot,"Fantasy,Animation,Drama,Romance,Family"
1247,City By The Sea,"Crime,Drama,Mystery"
1248,At First Sight,"Drama,Romance"
1249,Torque,Action
1250,City Hall,"Drama,Thriller"
1251,Showgirls,Drama
1252,Marie Antoinette,"Drama,History"
1253,Kiss of Death,"Action,Crime,Drama,Thriller"
1254,Get Carter,"Action,Drama,Thriller,Crime"
1255,The Impossible,"Thriller,Drama"
1256,Ishtar,"Action,Adventure,Comedy"
1257,Fantastic Mr. Fox,"Adventure,Animation,Comedy,Family"
1258,Life or Something Like It,"Comedy,Drama,Romance"
1259,Memoirs of an Invisible Man,"Comedy,Fantasy,Science Fiction"
1260,Amélie,"Comedy,Romance"
1261,New York Minute,Comedy
1262,Alfie,Comedy
1263,Big Miracle,"Adventure,Drama,Romance"
1264,The Deep End of the Ocean,"Drama,Mystery"
1265,FearDotCom,"Horror,Thriller"
1266,Cirque du Freak: The Vampire's Assistant,"Adventure,Fantasy,Action,Thriller"
1267,Duplex,"Action,Comedy,Thriller"
1268,Soul Men,"Comedy,Music"
1269,Raise the Titanic,"Action,Drama,Thriller"
1270,Universal Soldier: The Return,"Action,Science Fiction"
1271,Pandorum,"Action,Horror,Mystery,Science Fiction,Thriller"
1272,Impostor,"Action,Science Fiction,Thriller"
1273,Extreme Ops,"Action,Adventure,Drama,Thriller"
1274,Just Visiting,"Comedy,Fantasy,Science Fiction"
1275,Sunshine,"Science Fiction,Thriller"
1276,A Thousand Words,"Drama,Comedy"
1277,Delgo,"Adventure,Fantasy,Animation,Comedy,Science Fiction,Family"
1278,The Gunman,"Action,Drama,Crime"
1279,Stormbreaker,"Adventure,Action,Family"
1280,Disturbia,"Thriller,Drama,Mystery"
1281,Hackers,"Action,Crime,Thriller,Drama"
1282,The Hunting Party,"Action,Adventure,Thriller,Drama"
1283,The Hudsucker Proxy,"Comedy,Drama"
1284,The Warlords,"Action,Drama,History"
1285,Nomad: The Warrior,"Action,History,War"
1286,Snowpiercer,"Action,Science Fiction,Drama"
1287,A Monster in Paris,"Adventure,Animation,Comedy,Family,Fantasy"
1288,The Last Shot,"Action,Comedy"
1289,The Crow,"Fantasy,Action,Thriller"
1290,Baahubali: The Beginning,"Action,Adventure,War,History"
1291,The Time Traveler's Wife,"Drama,Romance,Fantasy"
1292,Because I Said So,Comedy
1293,Frankenweenie,"Animation,Comedy,Family"
1294,Serenity,"Science Fiction,Action,Adventure,Thriller"
1295,Against the Ropes,"Romance,Drama"
1296,Superman III,"Comedy,Action,Adventure,Fantasy,Science Fiction"
1297,Grudge Match,Comedy
1298,Red Cliff,"Adventure,Drama,Action"
1299,Sweet Home Alabama,"Comedy,Romance"
1300,The Ugly Truth,"Comedy,Romance"
1301,Sgt. Bilko,"Comedy,Family"
1302,Spy Kids 2: The Island of Lost Dreams,"Action,Adventure,Family"
1303,Star Trek: Generations,"Science Fiction,Action,Adventure,Thriller"
1304,The Grandmaster,"Action,Drama,History"
1305,Water for Elephants,"Drama,Romance"
1306,Dragon Nest: Warriors' Dawn,"Adventure,Family,Fantasy,Animation"
1307,The Hurricane,Drama
1308,Enough,"Drama,Thriller"
1309,Heartbreakers,"Crime,Comedy,Romance"
1310,Paul Blart: Mall Cop 2,"Action,Comedy,Family"
1311,Angel Eyes,"Drama,Romance,Thriller"
1312,Joe Somebody,Comedy
1313,The Ninth Gate,"Horror,Mystery,Thriller"
1314,Extreme Measures,"Drama,Thriller"
1315,Rock Star,"Music,Drama,Comedy"
1316,Precious,Drama
1317,White Squall,"Action,Drama"
1318,The Thing,"Horror,Mystery,Science Fiction"
1319,Riddick,"Science Fiction,Action,Thriller"
1320,Switchback,"Action,Adventure,Mystery,Thriller"
1321,Texas Rangers,"Action,Western"
1322,City of Ember,"Adventure,Family,Fantasy"
1323,The Master,Drama
1324,Virgin Territory,"Adventure,Action,Comedy,Romance"
1325,The Express,Drama
1326,The 5th Wave,"Adventure,Science Fiction"
1327,Creed,Drama
1328,The Town,"Crime,Drama,Thriller"
1329,What to Expect When You're Expecting,"Romance,Comedy,Drama"
1330,Burn After Reading,"Comedy,Drama"
1331,Nim's Island,"Adventure,Comedy,Family,Fantasy"
1332,Rush,"Drama,Action"
1333,Magnolia,Drama
1334,Cop Out,"Action,Comedy,Crime"
1335,How to Be Single,"Comedy,Romance"
1336,Dolphin Tale,"Drama,Family"
1337,Twilight,"Adventure,Fantasy,Drama,Romance"
1338,John Q,"Drama,Thriller,Crime"
1339,Blue Streak,"Action,Comedy,Crime"
1340,We're the Millers,"Comedy,Crime"
1341,The Inhabited Island,"Action,Fantasy,Science Fiction,Thriller"
1342,Breakdown,"Drama,Action,Thriller"
1343,Never Say Never Again,"Adventure,Action,Thriller"
1344,Hot Tub Time Machine,"Science Fiction,Comedy,Adventure"
1345,Dolphin Tale 2,"Family,Drama"
1346,Reindeer Games,Thriller
1347,A Man Apart,"Action,Drama"
1348,Aloha,"Drama,Comedy,Romance"
1349,Ghosts of Mississippi,"History,Drama"
1350,Snow Falling on Cedars,"Drama,Romance"
1351,The Rite,"Drama,Thriller,Horror"
1352,Gattaca,"Thriller,Science Fiction,Mystery,Romance"
1353,Isn't She Great,"Drama,Comedy"
1354,Space Chimps,"Animation,Family"
1355,Head of State,Comedy
1356,The Hangover,Comedy
1357,Ip Man 3,"Action,Drama,History"
1358,Austin Powers: The Spy Who Shagged Me,"Adventure,Comedy,Crime,Science Fiction"
1359,Batman,"Fantasy,Action"
1360,There Be Dragons,Drama
1361,Lethal Weapon 3,"Adventure,Action,Comedy,Thriller,Crime"
1362,The Blind Side,Drama
1363,Spy Kids,"Action,Comedy,Family,Adventure"
1364,Horrible Bosses,"Comedy,Crime"
1365,True Grit,"Drama,Adventure,Western"
1366,The Devil Wears Prada,"Comedy,Drama,Romance"
1367,Star Trek: The Motion Picture,"Science Fiction,Adventure,Mystery"
1368,Identity Thief,"Comedy,Crime"
1369,Cape Fear,"Crime,Thriller"
1370,21,"Drama,Crime"
1371,Trainwreck,Comedy
1372,Guess Who,"Comedy,Romance"
1373,The English Patient,"Drama,Romance,War"
1374,L.A. Confidential,"Crime,Drama,Mystery,Thriller"
1375,Sky High,"Adventure,Comedy,Family"
1376,In & Out,"Comedy,Romance"
1377,Species,"Science Fiction,Horror,Action"
1378,A Nightmare on Elm Street,Horror
1379,The Cell,"Horror,Science Fiction,Thriller"
1380,The Man in the Iron Mask,"Action,Adventure,Drama"
1381,Secretariat,Drama
1382,TMNT,"Adventure,Animation,Comedy,Family"
1383,Radio,Drama
1384,Friends with Benefits,"Romance,Comedy"
1385,Neighbors 2: Sorority Rising,Comedy
1386,Saving Mr. Banks,"Comedy,Drama,History"
1387,Malcolm X,"Drama,History"
1388,This Is 40,Comedy
1389,Old Dogs,"Comedy,Family"
1390,Underworld: Rise of the Lycans,"Fantasy,Action,Adventure,Science Fiction,Thriller"
1391,License to Wed,Comedy
1392,The Benchwarmers,Comedy
1393,Must Love Dogs,"Comedy,Romance"
1394,Donnie Brasco,"Crime,Drama,Thriller"
1395,Resident Evil,"Horror,Action,Science Fiction"
1396,Poltergeist,Horror
1397,The Ladykillers,"Comedy,Crime,Thriller"
1398,Max Payne,Action
1399,In Time,"Action,Thriller,Science Fiction"
1400,The Back-Up Plan,"Comedy,Romance"
1401,Something Borrowed,"Comedy,Drama,Romance"
1402,Black Knight,"Adventure,Comedy,Fantasy"
1403,The Bad News Bears,"Comedy,Family"
1404,Street Fighter,"Action,Adventure,Thriller"
1405,The Pianist,"Drama,War"
1406,The Nativity Story,"Drama,History"
1407,House of Wax,Horror
1408,Closer,"Drama,Romance"
1409,J. Edgar,"Drama,Crime,History"
1410,Mirrors,"Horror,Mystery,Thriller"
1411,Queen of the Damned,"Drama,Fantasy,Horror"
1412,Predator 2,"Science Fiction,Action,Thriller"
1413,Untraceable,Drama
1414,Blast from the Past,"Comedy,Romance"
1415,Flash Gordon,Science Fiction
1416,Jersey Girl,"Comedy,Romance"
1417,Alex Cross,"Action,Thriller,Crime,Mystery"
1418,Midnight in the Garden of Good and Evil,"Crime,Drama,Mystery,Thriller"
1419,Heist,"Crime,Action,Thriller"
1420,Nanny McPhee and the Big Bang,"Comedy,Fantasy"
1421,Hoffa,"Crime,History"
1422,The X Files: I Want to Believe,"Drama,Mystery,Science Fiction,Thriller"
1423,Ella Enchanted,"Family,Fantasy,Comedy"
1424,Concussion,Drama
1425,Abduction,"Thriller,Action,Mystery"
1426,Valiant,"Animation,Family,Adventure"
1427,Wonder Boys,"Comedy,Drama"
1428,Superhero Movie,"Action,Comedy,Science Fiction"
1429,Broken City,"Thriller,Crime,Drama"
1430,Cursed,"Horror,Comedy"
1431,Premium Rush,"Crime,Action,Thriller"
1432,Hot Pursuit,"Action,Comedy,Crime"
1433,The Four Feathers,"War,Adventure,Drama,Romance"
1434,Parker,"Action,Crime"
1435,Wimbledon,"Comedy,Romance"
1436,Furry Vengeance,Comedy
1437,Bait,"Action,Horror,Thriller"
1438,Krull,"Fantasy,Action,Adventure"
1439,Lions for Lambs,"Action,Adventure,Drama,History"
1440,Flight of the Intruder,"Action,Adventure,Drama,Thriller"
1441,Walk Hard: The Dewey Cox Story,"Comedy,Music"
1442,The Shipping News,"Drama,Romance"
1443,American Outlaws,"Action,Western"
1444,The Young Victoria,"Drama,History,Romance"
1445,Whiteout,"Action,Crime,Mystery,Thriller"
1446,The Tree of Life,"Drama,Fantasy"
1447,Knock Off,"Action,Adventure,Thriller"
1448,Sabotage,"Action,Drama,Thriller,Crime"
1449,The Order,"Drama,Fantasy,Horror,Mystery,Romance,Thriller"
1450,Punisher: War Zone,"Action,Crime"
1451,Zoom,"Family,Fantasy,Comedy"
1452,The Walk,"Adventure,Drama,Thriller"
1453,Warriors of Virtue,"Fantasy,Family,Action"
1454,A Good Year,"Comedy,Drama,Romance"
1455,Radio Flyer,Drama
1456,Bound by Honor,"Action,Crime,Drama,Thriller"
1457,Smilla's Sense of Snow,"Action,Crime,Drama,Mystery,Thriller"
1458,Femme Fatale,"Thriller,Crime,Romance"
1459,Lion of the Desert,"Action,History,War"
1460,The Horseman on the Roof,"War,Adventure,Drama,Romance"
1461,Ride with the Devil,"Drama,War,Romance,Western"
1462,Biutiful,Drama
1463,Bandidas,"Action,Comedy,Western,Crime"
1464,Black Water Transit,"Drama,Crime"
1465,The Maze Runner,"Action,Mystery,Science Fiction,Thriller"
1466,Unfinished Business,Comedy
1467,The Age of Innocence,"Drama,Romance"
1468,The Fountain,"Drama,Adventure,Science Fiction,Romance"
1469,Chill Factor,"Action,Comedy,Thriller"
1470,Stolen,"Action,Crime,Drama,Thriller"
1471,Ponyo,"Animation,Family"
1472,The Longest Ride,"Drama,Romance"
1473,The Astronaut's Wife,"Drama,Science Fiction,Thriller"
1474,I Dreamed of Africa,"Romance,Drama,Adventure"
1475,Playing for Keeps,"Comedy,Romance"
1476,Mandela: Long Walk to Freedom,"Drama,History"
1477,Reds,"Drama,History"
1478,A Few Good Men,Drama
1479,Exit Wounds,"Action,Crime,Thriller"
1480,Big Momma's House,"Crime,Comedy"
1481,Thunder and the House of Magic,"Family,Fantasy,Animation,Adventure"
1482,The Darkest Hour,"Horror,Action,Thriller,Science Fiction"
1483,Step Up Revolution,"Music,Drama,Romance"
1484,Snakes on a Plane,"Action,Crime,Horror,Thriller"
1485,The Watcher,"Mystery,Thriller"
1486,The Punisher,"Action,Crime,Drama"
1487,Goal!: The Dream Begins,Drama
1488,Safe,"Action,Crime,Thriller"
1489,Pushing Tin,"Comedy,Drama"
1490,Return of the Jedi,"Adventure,Action,Science Fiction"
1491,Doomsday,"Action,Thriller,Science Fiction"
1492,The Reader,"Drama,Romance"
1493,Wanderlust,Comedy
1494,Elf,"Comedy,Family,Fantasy"
1495,Phenomenon,"Drama,Fantasy,Romance,Science Fiction"
1496,Snow Dogs,"Adventure,Comedy,Family"
1497,Scrooged,"Fantasy,Comedy,Drama"
1498,Nacho Libre,"Comedy,Family"
1499,Bridesmaids,"Comedy,Romance"
1500,This Is the End,"Action,Comedy"
1501,Stigmata,Horror
1502,Men of Honor,Drama
1503,Takers,"Action,Crime,Drama,Thriller"
1504,The Big Wedding,Comedy
1505,"Big Mommas: Like Father, Like Son","Crime,Comedy,Action"
1506,Source Code,"Thriller,Science Fiction,Mystery"
1507,Alive,"Action,Adventure,Drama,Thriller"
1508,The Number 23,"Thriller,Drama,Mystery"
1509,The Young and Prodigious T.S. Spivet,"Adventure,Drama,Family"
1510,1941,"Action,Comedy"
1511,Dreamer: Inspired By a True Story,"Drama,Family"
1512,A History of Violence,"Drama,Thriller,Crime"
1513,Transporter 2,"Action,Thriller,Crime"
1514,The Quick and the Dead,"Action,Western"
1515,Laws of Attraction,"Action,Comedy,Romance,Thriller"
1516,Bringing Out the Dead,Drama
1517,Repo Men,"Action,Science Fiction,Thriller,Crime"
1518,Dragon Wars: D-War,"Fantasy,Drama,Horror,Action,Thriller,Science Fiction"
1519,Bogus,"Fantasy,Comedy,Family"
1520,The Incredible Burt Wonderstone,Comedy
1521,Cats Don't Dance,"Animation,Comedy,Family,Music"
1522,Cradle Will Rock,Drama
1523,The Good German,"War,Crime,Drama,Mystery,Romance,Thriller"
1524,George and the Dragon,Adventure
1525,Apocalypse Now,"Drama,War"
1526,Going the Distance,"Comedy,Drama,Romance"
1527,Mr. Holland's Opus,"Music,Drama,Family"
1528,Criminal,Action
1529,Out of Africa,Drama
1530,Flight,Drama
1531,Moonraker,"Action,Adventure,Thriller,Science Fiction"
1532,The Grand Budapest Hotel,"Comedy,Drama"
1533,Hearts in Atlantis,"Drama,Mystery"
1534,Arachnophobia,"Comedy,Horror"
1535,Frequency,"Crime,Drama,Science Fiction,Thriller"
1536,Vacation,Comedy
1537,Get Shorty,"Comedy,Thriller,Crime"
1538,Chicago,"Action,Comedy,Crime,Drama,Music"
1539,Big Daddy,"Comedy,Drama"
1540,American Pie 2,"Comedy,Romance"
1541,Toy Story,"Animation,Comedy,Family"
1542,Speed,"Action,Adventure,Crime"
1543,The Vow,"Drama,Romance"
1544,Extraordinary Measures,Drama
1545,Remember the Titans,Drama
1546,The Hunt for Red October,"Action,Adventure,Thriller"
1547,The Butler,Drama
1548,DodgeBall: A True Underdog Story,Comedy
1549,The Addams Family,"Horror,Comedy,Fantasy"
1550,Ace Ventura: When Nature Calls,"Crime,Comedy,Adventure"
1551,The Princess Diaries,"Comedy,Family,Romance"
1552,The First Wives Club,Comedy
1553,Se7en,"Crime,Mystery,Thriller"
1554,District 9,Science Fiction
1555,The SpongeBob SquarePants Movie,"Animation,Comedy,Family"
1556,Mystic River,"Thriller,Crime,Drama,Mystery"
1557,Million Dollar Baby,Drama
1558,Analyze This,"Comedy,Crime"
1559,The Notebook,"Romance,Drama"
1560,27 Dresses,"Comedy,Romance"
1561,Hannah Montana: The Movie,"Comedy,Drama,Family,Music,Romance"
1562,Rugrats in Paris: The Movie,"Adventure,Animation,Comedy,Family"
1563,The Prince of Tides,"Drama,Romance"
1564,Legends of the Fall,"Adventure,Drama,Romance,War"
1565,Up in the Air,"Drama,Romance"
